network_data,network_parity,local_data,local_parity,throughput
17,3,10,3,3400.819088
17,3,10,4,3230.347877
17,3,10,5,3145.560912
17,3,10,6,2848.348835
17,3,10,7,2163.533218
17,3,10,8,2078.530825
17,3,10,9,2151.08314
17,3,10,10,2014.155602
17,3,11,1,3878.358269
17,3,11,2,3740.31096
17,3,11,3,3584.086989
17,3,11,4,3439.289085
17,3,11,5,3221.057511
17,3,11,6,2851.903586
17,3,11,7,2384.426808
17,3,11,8,2216.809384
17,3,11,9,2206.069131
17,3,11,10,2146.725487
17,3,12,1,4051.84768
17,3,12,2,3869.135111
17,3,12,3,3638.947638
17,3,12,4,3370.220655
17,3,12,5,3012.381591
17,3,12,6,2661.362678
17,3,12,7,2142.04985
17,3,12,8,2227.555388
17,3,12,9,2138.25656
17,3,12,10,1924.003965
17,3,13,1,4139.797436
17,3,13,2,3881.590325
17,3,13,3,3605.09394
17,3,13,4,3238.585624
17,3,13,5,2942.879884
17,3,13,6,2502.105931
17,3,13,7,2049.029373
17,3,13,8,1985.819706
17,3,13,9,1992.112403
17,3,13,10,1903.76717
17,3,14,1,4198.689711
17,3,14,2,3937.526148
17,3,14,3,3527.63433
17,3,14,4,3102.61777
17,3,14,5,2817.802846
17,3,14,6,2524.500656
17,3,14,7,1998.87444
17,3,14,8,1917.541129
17,3,14,9,1897.460089
17,3,14,10,1774.804472
17,3,15,1,4104.333587
17,3,15,2,3697.794415
17,3,15,3,3276.769656
17,3,15,4,3003.483768
17,3,15,5,2785.337765
17,3,15,6,2496.45169
17,3,15,7,2080.725292
17,3,15,8,1934.74047
17,3,15,9,1873.063027
17,3,15,10,1695.312348
17,3,16,1,3805.670847
17,3,16,2,3645.642372
17,3,16,3,3260.325608
17,3,16,4,2966.911998
17,3,16,5,2692.505866
17,3,16,6,2477.658969
17,3,16,7,2043.152111
17,3,16,8,1948.589058
17,3,16,9,1874.318536
17,3,16,10,1741.176428
17,3,17,1,4022.236334
17,3,17,2,3599.574084
17,3,17,3,3236.608899
17,3,17,4,2969.224501
17,3,17,5,2697.338861
17,3,17,6,2459.921455
17,3,17,7,1976.384526
17,3,17,8,1842.998279
17,3,17,9,1695.985582
17,3,17,10,1657.859586
17,3,18,1,3884.551199
17,3,18,2,3609.030635
17,3,18,3,3243.319957
17,3,18,4,2945.79215
17,3,18,5,2703.032859
17,3,18,6,2346.362006
17,3,18,7,1975.831445
17,3,18,8,1863.777128
17,3,18,9,1788.595172
17,3,18,10,1679.560762
17,3,19,1,3917.913785
17,3,19,2,3521.440427
17,3,19,3,3145.675772
17,3,19,4,2887.110018
17,3,19,5,2654.562632
17,3,19,6,2445.736359
17,3,19,7,1911.529918
17,3,19,8,1829.654597
17,3,19,9,1744.777029
17,3,19,10,1645.965864
17,3,20,1,3827.420023
17,3,20,2,3428.507754
17,3,20,3,3082.69269
17,3,20,4,2854.3971
17,3,20,5,2473.938581
17,3,20,6,2396.420444
17,3,20,7,1920.279961
17,3,20,8,1709.782379
17,3,20,9,1727.829002
17,3,20,10,1644.790887
17,3,21,1,3952.999573
17,3,21,2,3411.115112
17,3,21,3,3219.029968
17,3,21,4,2964.315673
17,3,21,5,2771.860524
17,3,21,6,2523.392512
17,3,21,7,1948.817369
17,3,21,8,1875.404891
17,3,21,9,1829.339949
17,3,21,10,1648.488155
17,3,22,1,3910.298717
17,3,22,2,3565.132758
17,3,22,3,3219.627785
17,3,22,4,2966.182608
17,3,22,5,2718.781749
17,3,22,6,2450.245667
17,3,22,7,1857.608618
17,3,22,8,1751.589232
17,3,22,9,1747.934738
17,3,22,10,1609.15801
17,3,23,1,3917.863072
17,3,23,2,3380.355238
17,3,23,3,3202.107917
17,3,23,4,2979.274332
17,3,23,5,2708.693773
17,3,23,6,2473.822008
17,3,23,7,1862.110441
17,3,23,8,1755.913396
17,3,23,9,1793.999159
17,3,23,10,1683.91254
17,3,24,1,3541.538608
17,3,24,2,3341.71982
17,3,24,3,3028.008666
17,3,24,4,2791.585087
17,3,24,5,2549.550742
17,3,24,6,2330.765954
17,3,24,7,1774.24107
17,3,24,8,1632.514965
17,3,24,9,1630.220024
17,3,24,10,1577.658897
17,3,25,1,3691.196049
17,3,25,2,3351.273548
17,3,25,3,3030.871444
17,3,25,4,2773.274731
17,3,25,5,2528.590789
17,3,25,6,2234.487118
17,3,25,7,1678.884578
17,3,25,8,1632.128923
17,3,25,9,1632.022716
17,3,25,10,1499.723214
17,3,26,1,3583.111628
17,3,26,2,3331.412671
17,3,26,3,3040.285466
17,3,26,4,2790.991061
17,3,26,5,2533.174609
17,3,26,6,2240.698019
17,3,26,7,1806.798464
17,3,26,8,1725.126014
17,3,26,9,1630.024415
17,3,26,10,1466.947469
17,3,27,1,3628.376046
17,3,27,2,3438.533876
17,3,27,3,3019.453176
17,3,27,4,2781.413732
17,3,27,5,2490.292801
17,3,27,6,1874.441999
17,3,27,7,1462.598119
17,3,27,8,1401.736461
17,3,27,9,1400.805474
17,3,27,10,1292.298013
17,3,28,1,3453.630449
17,3,28,2,3235.25278
17,3,28,3,2870.315392
17,3,28,4,2623.454418
17,3,28,5,1845.652681
17,3,28,6,1313.963
17,3,28,7,1213.29552
17,3,28,8,1153.093471
17,3,28,9,1137.470507
17,3,28,10,1044.54097
17,3,29,1,3526.229465
17,3,29,2,3278.688412
17,3,29,3,2881.675242
17,3,29,4,2044.635777
17,3,29,5,1460.950754
17,3,29,6,1321.082984
17,3,29,7,1212.139378
17,3,29,8,1160.910024
17,3,29,9,1163.813456
17,3,29,10,1078.722226
17,3,30,1,3363.071497
17,3,30,2,3111.289361
17,3,30,3,2114.75462
17,3,30,4,1547.291663
17,3,30,5,1380.305887
17,3,30,6,1258.337475
17,3,30,7,1121.299677
17,3,30,8,1069.466954
17,3,30,9,1065.141495
17,3,30,10,922.850697
17,3,31,1,3435.332795
17,3,31,2,2595.174752
17,3,31,3,1832.046818
17,3,31,4,1597.566772
17,3,31,5,1396.26813
17,3,31,6,1301.757759
17,3,31,7,1123.025552
17,3,31,8,1067.375114
17,3,31,9,1012.684522
17,3,31,10,941.715251
17,3,32,1,3128.704057
17,3,32,2,2243.408473
17,3,32,3,1715.230394
17,3,32,4,1524.589724
17,3,32,5,1372.661796
17,3,32,6,1229.839852
17,3,32,7,1048.203124
17,3,32,8,1015.372496
17,3,32,9,936.802829
17,3,32,10,871.471155
17,3,33,1,2900.852125
17,3,33,2,2118.229715
17,3,33,3,1748.098885
17,3,33,4,1571.419405
17,3,33,5,1406.874357
17,3,33,6,1274.973483
17,3,33,7,1125.856505
17,3,33,8,989.102492
17,3,33,9,967.427128
17,3,33,10,944.047421
17,3,34,1,2666.41829
17,3,34,2,2017.925155
17,3,34,3,1674.282573
17,3,34,4,1521.761265
17,3,34,5,1349.30638
17,3,34,6,1232.656136
17,3,34,7,1011.60371
17,3,34,8,995.550009
17,3,34,9,948.764668
17,3,34,10,872.234273
17,3,35,1,2680.868079
17,3,35,2,2113.209553
17,3,35,3,1732.021427
17,3,35,4,1593.628997
17,3,35,5,1410.42618
17,3,35,6,1289.767898
17,3,35,7,1052.191865
17,3,35,8,999.570282
17,3,35,9,976.856038
17,3,35,10,898.357256
17,3,36,1,2488.398575
17,3,36,2,2029.684435
17,3,36,3,1681.998329
17,3,36,4,1575.99174
17,3,36,5,1363.264658
17,3,36,6,1245.645954
17,3,36,7,1022.025456
17,3,36,8,989.232505
17,3,36,9,918.333957
17,3,36,10,884.856223
17,3,37,1,2422.142558
17,3,37,2,1971.440481
17,3,37,3,1628.816871
17,3,37,4,1551.30063
17,3,37,5,1317.602915
17,3,37,6,1203.848811
17,3,37,7,1032.346702
17,3,37,8,981.135612
17,3,37,9,929.236919
17,3,37,10,861.705854
17,3,38,1,2530.468978
17,3,38,2,2063.457418
17,3,38,3,1728.309259
17,3,38,4,1641.196548
17,3,38,5,1391.119942
17,3,38,6,1272.806359
17,3,38,7,1039.035232
17,3,38,8,985.146295
17,3,38,9,964.020082
17,3,38,10,899.114991
17,3,39,1,2462.041345
17,3,39,2,2010.580504
17,3,39,3,1704.179854
17,3,39,4,1569.421916
17,3,39,5,1351.028363
17,3,39,6,1238.930083
17,3,39,7,1011.749904
17,3,39,8,960.110264
17,3,39,9,919.363923
17,3,39,10,877.345169
17,3,40,1,2386.237969
17,3,40,2,1940.496414
17,3,40,3,1669.379123
17,3,40,4,1487.605344
17,3,40,5,1309.31577
17,3,40,6,1217.964178
17,3,40,7,1026.047535
17,3,40,8,960.338504
17,3,40,9,913.649375
17,3,40,10,836.626262
17,3,41,1,2424.904853
17,3,41,2,1972.066153
17,3,41,3,1678.562257
17,3,41,4,1553.887451
17,3,41,5,1324.135305
17,3,41,6,1239.026189
17,3,41,7,1045.143565
17,3,41,8,964.917564
17,3,41,9,975.998469
17,3,41,10,899.837848
17,3,42,1,2417.927297
17,3,42,2,1909.123647
17,3,42,3,1651.206668
17,3,42,4,1461.450294
17,3,42,5,1317.517039
17,3,42,6,1209.311552
17,3,42,7,1044.066825
17,3,42,8,980.140347
17,3,42,9,939.983244
17,3,42,10,852.287678
17,3,43,1,2333.482023
17,3,43,2,1874.917618
17,3,43,3,1604.627277
17,3,43,4,1492.040094
17,3,43,5,1273.39766
17,3,43,6,1168.950305
17,3,43,7,960.449866
17,3,43,8,947.41047
17,3,43,9,927.901691
17,3,43,10,878.253791
17,3,44,1,2557.960233
17,3,44,2,2000.491409
17,3,44,3,1735.14352
17,3,44,4,1554.945427
17,3,44,5,1305.636223
17,3,44,6,1267.554079
17,3,44,7,1074.300712
17,3,44,8,1004.640476
17,3,44,9,988.22538
17,3,44,10,892.243278
17,3,45,1,2482.087603
17,3,45,2,1974.641863
17,3,45,3,1748.892986
17,3,45,4,1587.731842
17,3,45,5,1271.628422
17,3,45,6,1249.757045
17,3,45,7,1053.003799
17,3,45,8,995.970526
17,3,45,9,933.963867
17,3,45,10,890.334064
17,3,46,1,2421.79656
17,3,46,2,1940.509226
17,3,46,3,1664.258679
17,3,46,4,1528.300922
17,3,46,5,1308.333314
17,3,46,6,1239.85183
17,3,46,7,1023.983188
17,3,46,8,971.968299
17,3,46,9,881.117066
17,3,46,10,891.703974
17,3,47,1,2376.878538
17,3,47,2,1930.00801
17,3,47,3,1617.967653
17,3,47,4,1501.555286
17,3,47,5,1230.371201
17,3,47,6,1185.113613
17,3,47,7,988.505585
17,3,47,8,956.136813
17,3,47,9,906.846183
17,3,47,10,843.609115
17,3,48,1,2321.45199
17,3,48,2,1888.823911
17,3,48,3,1580.864526
17,3,48,4,1463.376104
17,3,48,5,1253.505948
17,3,48,6,1159.125657
17,3,48,7,981.2477
17,3,48,8,895.421109
17,3,48,9,902.380161
17,3,48,10,857.778165
17,3,49,1,2541.928223
17,3,49,2,2088.492863
17,3,49,3,1738.771229
17,3,49,4,1630.925522
17,3,49,5,1371.302067
17,3,49,6,1229.378478
17,3,49,7,1052.6445
17,3,49,8,1019.954154
17,3,49,9,922.569291
17,3,49,10,897.208981
17,3,50,1,2513.918802
17,3,50,2,2047.681817
17,3,50,3,1695.642108
17,3,50,4,1568.162
17,3,50,5,1336.315013
17,3,50,6,1197.195477
17,3,50,7,1045.769254
17,3,50,8,947.135854
17,3,50,9,949.416931
17,3,50,10,870.873059
