data,parity,throughput
15,3,5394.240139
15,4,4716.217192
15,5,3964.193979
15,6,3394.662393
15,7,1909.520425
15,8,1958.272336
15,9,2030.029225
15,10,1799.072811
16,1,4375.089377
16,2,5597.747813
16,3,5789.874914
16,4,4954.228459
16,5,4136.901617
16,6,1833.52918
16,7,1893.65791
16,8,61.221171
16,9,2055.60286
16,10,897.838852
17,1,4234.280236
17,2,6423.556006
17,3,6038.317596
17,4,5082.850031
17,5,4243.011113
17,6,3515.752246
17,7,1987.436496
17,8,2200.140871
17,9,2250.83047
17,10,2000.148901
18,1,4220.519202
18,2,6677.882358
18,3,6235.220553
18,4,5005.545305
18,5,4183.788393
18,6,3535.800634
18,7,1982.935354
18,8,2319.629932
18,9,2257.170895
18,10,1960.909249
19,1,4338.029478
19,2,7232.630794
19,3,6124.403939
19,4,4945.888587
19,5,4150.617257
19,6,3500.554345
19,7,1980.802863
19,8,2380.497163
19,9,2256.582135
19,10,1961.690849
20,1,4499.729135
20,2,7387.639628
20,3,6140.898583
20,4,4915.426342
20,5,4135.006147
20,6,3482.859488
20,7,1985.962855
20,8,2390.687539
20,9,2214.17578
20,10,2017.345737
21,1,4469.756146
21,2,7271.829012
21,3,6146.403871
21,4,4796.67079
21,5,4056.736653
21,6,3449.627213
21,7,1969.495716
21,8,2326.637285
21,9,2218.949376
21,10,1991.325337
22,1,4409.031446
22,2,7107.281088
22,3,6110.674802
22,4,4796.382002
22,5,4051.386129
22,6,3444.663755
22,7,1962.512994
22,8,2319.875465
22,9,2196.338324
22,10,1956.395476
23,1,4389.2786
23,2,6987.320785
23,3,6087.774395
23,4,4803.686
23,5,4035.037692
23,6,3473.991392
23,7,1962.026152
23,8,2339.459962
23,9,2216.925011
23,10,1988.37802
24,1,4331.458672
24,2,6883.325064
24,3,6024.077262
24,4,4805.424566
24,5,3985.240047
24,6,3466.845558
24,7,1940.176136
24,8,2323.551465
24,9,2206.818638
24,10,2003.230992
25,1,4225.937898
25,2,6800.362343
25,3,5959.555258
25,4,4842.33787
25,5,3951.460528
25,6,3461.180359
25,7,1948.318564
25,8,2320.753829
25,9,2200.096029
25,10,2014.48228
26,1,4140.378045
26,2,6783.209478
26,3,5843.370819
26,4,4782.277691
26,5,3929.326791
26,6,3359.304631
26,7,1951.343426
26,8,2314.69125
26,9,2193.426665
26,10,1974.850765
27,1,4186.394558
27,2,6655.038518
27,3,5825.266451
27,4,4693.961012
27,5,3956.708585
27,6,3451.782134
27,7,1939.479739
27,8,2317.86367
27,9,2177.023098
27,10,2015.634821
28,1,4152.556675
28,2,7035.504934
28,3,5915.225292
28,4,4691.563179
28,5,3967.17687
28,6,3413.94662
28,7,1941.915628
28,8,2343.501556
28,9,2170.730073
28,10,2010.112762
29,1,4202.40254
29,2,7049.825247
29,3,5743.218742
29,4,4573.662924
29,5,3950.848832
29,6,3421.92302
29,7,1944.958091
29,8,2335.555131
29,9,2201.872106
29,10,1984.231668
30,1,4096.484203
30,2,6656.11464
30,3,5772.553398
30,4,4529.98574
30,5,3943.344526
30,6,3419.638451
30,7,1951.518511
30,8,2338.800455
30,9,2197.85014
30,10,1987.701287
31,1,4231.755983
31,2,7032.105078
31,3,5696.179449
31,4,4482.868489
31,5,3920.849072
31,6,3413.924773
31,7,1954.03252
31,8,2346.570842
31,9,2189.151725
31,10,1986.814095
32,1,4315.15686
32,2,6948.888735
32,3,5625.623861
32,4,4585.755994
32,5,3850.183797
32,6,3320.941843
32,7,1945.429835
32,8,2288.702383
32,9,2170.932712
32,10,1986.486264
33,1,4312.039588
33,2,6928.074982
33,3,5777.182473
33,4,4514.583573
33,5,3890.751514
33,6,3371.15066
33,7,1964.318098
33,8,2300.19504
33,9,2147.176669
33,10,1986.224746
34,1,4271.162973
34,2,6842.966933
34,3,5705.035748
34,4,4694.551295
34,5,3818.280108
34,6,3325.816163
34,7,1957.872053
34,8,2314.788517
34,9,2143.274998
34,10,1992.924151
35,1,4264.777213
35,2,6818.591694
35,3,5713.556101
35,4,4675.487544
35,5,3858.308489
35,6,3296.084172
35,7,1950.247987
35,8,2305.664058
35,9,2128.865705
35,10,1983.944789
36,1,4386.641144
36,2,6763.382757
36,3,5679.239705
36,4,4436.333893
36,5,3855.7752
36,6,3284.942009
36,7,1983.266367
36,8,2311.807646
36,9,2127.601639
36,10,80.541236
37,1,4376.412127
37,2,6722.302921
37,3,5702.169605
37,4,4651.720096
37,5,3858.714032
37,6,3309.404331
37,7,1964.878613
37,8,2318.266789
37,9,2139.767238
37,10,1980.225726
38,1,4239.258007
38,2,6761.385951
38,3,5504.646333
38,4,4636.033604
38,5,3799.909206
38,6,3244.198081
38,7,1939.49265
38,8,2309.529567
38,9,2147.946479
38,10,1960.688866
39,1,4205.828117
39,2,6700.909091
39,3,5335.559928
39,4,4531.926645
39,5,3787.567417
39,6,3271.076393
39,7,1953.62696
39,8,2328.51244
39,9,2123.589307
39,10,1970.355841
40,1,4202.676391
40,2,6588.266446
40,3,5272.780341
40,4,4577.260989
40,5,3727.660081
40,6,3292.736864
40,7,1931.396211
40,8,2291.792379
40,9,2128.676446
40,10,1954.89557
41,1,4186.497642
41,2,6553.39652
41,3,5213.560635
41,4,4449.952939
41,5,3818.134472
41,6,3286.263935
41,7,1927.22674
41,8,2284.107297
41,9,2113.426225
41,10,1645.192572
42,1,4169.074397
42,2,6717.787054
42,3,5296.321181
42,4,4420.486482
42,5,3789.657466
42,6,3297.983425
42,7,1925.980567
42,8,2325.299273
42,9,2120.478169
42,10,1942.996302
43,1,4275.497257
43,2,6391.711415
43,3,5166.683193
43,4,4418.200647
43,5,3785.763848
43,6,3264.688507
43,7,1904.370697
43,8,2273.603575
43,9,2131.80746
43,10,1951.181444
44,1,4315.055439
44,2,6454.544613
44,3,5227.651279
44,4,4368.293703
44,5,3760.345946
44,6,3263.145745
44,7,1882.069425
44,8,1907.003062
44,9,2122.45894
44,10,1839.101404
45,1,4146.871753
45,2,6630.920254
45,3,5131.172884
45,4,3528.374128
45,5,3808.002084
45,6,2854.289794
45,7,1794.791312
45,8,2177.459372
45,9,2038.077386
45,10,1841.533008
46,1,3974.939632
46,2,6563.196488
46,3,4917.561286
46,4,4318.166539
46,5,3628.672455
46,6,3251.183452
46,7,1971.128268
46,8,2303.496361
46,9,2095.633198
46,10,1883.508135
47,1,4170.216938
47,2,6716.87588
47,3,5003.865959
47,4,4254.241489
47,5,3799.369451
47,6,3262.384509
47,7,1922.849969
47,8,2227.382345
47,9,2131.393952
47,10,1913.256527
48,1,4210.092121
48,2,6672.473421
48,3,5357.459007
48,4,4371.322167
48,5,3518.879916
48,6,3196.028263
48,7,1924.971556
48,8,2160.586538
48,9,2118.237835
48,10,1903.856028
49,1,4120.554737
49,2,6344.180119
49,3,4900.464571
49,4,4530.958598
49,5,3473.702326
49,6,3284.968151
49,7,1835.97972
49,8,2027.601505
49,9,2089.91855
49,10,1860.392661
50,1,4258.641949
50,2,6854.943699
50,3,4886.188133
50,4,4476.220531
50,5,3816.329635
50,6,3229.998489
50,7,1907.290898
50,8,2236.92464
50,9,2107.621757
50,10,1924.543857
